Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
AT,Falstaff Österreich,Bi-monthly,Wine/food,Bi-monthly,Falstaff Verlag,Falstaff Verlag,Falstaff Anzeigen,"Originated in AT, wine/food premium",50000,AT,Food & Drink,Affluent foodies,B2C,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.falstaff.com,VERIFIED
AT,A la Carte,Bi-monthly,Food/restaurant,Bi-monthly,Style Verlag,Style Verlag,A la Carte Anzeigen,Restaurant guide,30000,AT,Food & Drink,Affluent foodies,B2C,National,Print + Digital,Medium,circulation-reported,https://alacarte.at,VERIFIED
AT,Living,Monthly mag,Home/interior,Monthly,RTL Deutschland (Bertelsmann),RTL Deutschland (Bertelsmann),IP Österreich,AT edition,25000,AT,Home & Interior,Home enthusiasts,B2C,National,Print + Digital,Medium,circulation-reported,https://www.living.at,VERIFIED
AT,schöner wohnen Österreich,Monthly mag,Home,Monthly,RTL Deutschland (Bertelsmann),RTL Deutschland (Bertelsmann),IP Österreich,Premium home,,AT,Home & Interior,Affluent home enthusiasts,B2C,National,Print + Digital,Medium,,https://www.schoener-wohnen.de,LIKELY_OK
AT,ÖAMTC AutoTouring,Monthly mag,Auto club,Monthly,ÖAMTC,ÖAMTC,ÖAMTC Anzeigen,ÖAMTC member magazine (Austrian ADAC),2100000,AT,Auto & Motor,ÖAMTC members,B2C,National,Print + Digital,High,"circulation-reported, mass-circulation",https://www.oeamtc.at/autotouring,VERIFIED
AT,ARBÖ Freie Fahrt,Bi-monthly,Auto club,Bi-monthly,ARBÖ,ARBÖ,ARBÖ Anzeigen,ARBÖ member magazine,,AT,Auto & Motor,ARBÖ members,B2C,National,Print + Digital,Medium,,https://www.arboe.at,VERIFIED
AT,autorevue,Monthly mag,Cars,Monthly,VGN Medien Holding,VGN Medien Holding,VGN Anzeigen,Austrian car magazine,40000,AT,Auto & Motor,Car enthusiasts,B2C,National,Print + Digital,Medium,circulation-reported,https://autorevue.at,VERIFIED
AT,Sportwoche,Weekly mag,Sports,Weekly,Mediengruppe Österreich,Mediengruppe Österreich,oe24 Anzeigen,Sports weekly,,AT,Sports,Sports fans,B2C,National,Print + Digital,Medium,,http://www.sportwoche.at/,VERIFIED
AT,Bergsteiger,Monthly mag,Mountaineering,Monthly,Bruckmann Verlag,Bruckmann Verlag,Bruckmann Anzeigen,Mountaineering magazine,35000,AT,Outdoor & Adventure,Climbing enthusiasts,B2C,National,Print + Digital,Medium,circulation-reported,https://www.bergsteiger.de,VERIFIED
AT,ÖAV Bergauf,Quarterly,Alpine,Quarterly,Alpenverein Österreich,Alpenverein Österreich,ÖAV Anzeigen,Austrian Alpine Club member mag,600000,AT,Outdoor & Adventure,Alpine club members,B2C,National,Print + Digital,Medium,"circulation-reported, mass-circulation",https://www.alpenverein.at,VERIFIED
AT,derStandard.at,Digital,Quality digital,Daily (digital),STANDARD Medien AG,STANDARD Medien AG,Standard Anzeigen,"Quality digital, large forum community",,AT,News (General),Politically engaged adults,B2C,National,Digital,High,digital-only,https://www.derstandard.at,VERIFIED
AT,oe24.at,Digital,Tabloid digital,Daily (digital),Mediengruppe Österreich,Mediengruppe Österreich,oe24 Anzeigen,Tabloid + TV channel,,AT,News (General),Mass market consumer,B2C,National,Digital,High,digital-only,https://www.oe24.at,VERIFIED
AT,ORF.at,Digital,Public broadcaster,Daily (digital),ORF (public),ORF (public),ORF Enterprise,Austrian public broadcaster,,AT,News (General),All Austrians,B2C,National,Digital,High,digital-only,https://orf.at,VERIFIED
AT,krone.at,Digital,Tabloid digital,Daily (digital),Mediaprint,Mediaprint,Mediaprint,Krone digital arm,,AT,News (General),Mass market consumer,B2C,National,Digital,High,digital-only,https://www.krone.at,LIKELY_OK
AT,kleinezeitung.at,Digital,Regional digital,Daily (digital),Styria Media Group AG,Styria Media Group AG,Styria Media Sales,Kleine Zeitung digital,,AT,News (Regional),Styria/Carinthia consumer,B2C,Regional,Digital,High,digital-only,https://www.kleinezeitung.at,LIKELY_OK
AT,Kurier.at,Digital,Mid-market digital,Daily (digital),Kurier Medienhaus,Kurier Medienhaus,Kurier Anzeigen,Kurier digital,,AT,News (General),General consumer,B2C,National,Digital,High,digital-only,https://kurier.at,LIKELY_OK
AT,dossier.at,Digital,Investigative,Weekly (digital),Verein Dossier,Verein Dossier,dossier Anzeigen,Investigative non-profit,,AT,Politics & Current Affairs,Politically engaged adults,B2C,National,Digital,Medium,"digital-only, investigative",https://www.dossier.at,VERIFIED
AT,zackzack.at,Digital,Political,Daily (digital),Selbstständig,Selbstständig,zackzack Anzeigen,Critical political,,AT,Politics & Current Affairs,Politically engaged adults,B2C,National,Digital,Low,digital-only,https://zackzack.at,VERIFIED
AT,Österreichische Ärztezeitung,Fortnightly,Medical,Fortnightly,Österreichische Ärztekammer,Österreichische Ärztekammer,Verlagshaus der Ärzte,Doctors' official journal,45000,AT,B2B – Healthcare,All Austrian doctors,B2B,National,Print + Digital,High,circulation-reported,https://www.aerztezeitung.at,VERIFIED
AT,Österreichische Apothekerzeitung,Fortnightly,Pharmacy,Fortnightly,Österreichische Apothekerkammer,Österreichische Apothekerkammer,ÖAZ Anzeigen,Pharmacy professional,6000,AT,B2B – Healthcare,Pharmacists,B2B,National,Print + Digital,High,circulation-reported,https://www.apothekerverlag.at,VERIFIED
AT,medianet medicine,Monthly mag,Medical industry,Monthly,medianet Verlag,medianet Verlag,medianet Anzeigen,Healthcare industry,,AT,B2B – Healthcare,Healthcare industry,B2B,National,Print + Digital,Medium,,https://www.medianet.at,VERIFIED
AT,Stomatologie,Monthly mag,Dental,Monthly,Springer Verlag Wien,Springer Verlag Wien,Springer Vienna Anzeigen,Dental journal,,AT,B2B – Healthcare,Dentists,B2B,National,Print + Digital,Medium,,https://stomatologie.at,VERIFIED
AT,Architektur Aktuell,Monthly mag,Architecture,Monthly,Springer Verlag Wien,Springer Verlag Wien,Springer Vienna Anzeigen,Austrian architecture,10000,AT,B2B – Construction & Property,Architects,B2B,National,Print + Digital,High,circulation-reported,https://www.architektur-aktuell.at,VERIFIED
AT,Solid,Monthly mag,Construction,Monthly,WEKA Industrie Medien,WEKA Industrie Medien,WEKA AT Anzeigen,Construction industry,18000,AT,B2B – Construction & Property,Construction pros,B2B,National,Print + Digital,High,circulation-reported,https://www.solidbau.at,VERIFIED
AT,Bau-Aktuell,Monthly mag,Construction,Monthly,WEKA Industrie Medien,WEKA Industrie Medien,WEKA AT Anzeigen,Construction trade,15000,AT,B2B – Construction & Property,Construction pros,B2B,National,Print + Digital,Medium,circulation-reported,https://bauaktuell.at,UNVERIFIED
AT,Industrie Magazin,Monthly mag,Industrial,Monthly,WEKA Industrie Medien,WEKA Industrie Medien,WEKA AT Anzeigen,Industrial monthly,20000,AT,B2B – Engineering,Industrial managers,B2B,National,Print + Digital,High,circulation-reported,https://industriemagazin.at,VERIFIED
AT,Horizont Austria,Weekly mag,Marketing/media,Weekly,dfv Mediengruppe,dfv Mediengruppe,Horizont Anzeigen,AT edition of Horizont,10000,AT,B2B – Marketing & Media,Marketing & media pros,B2B,National,Print + Digital,High,circulation-reported,https://www.horizont.at,VERIFIED
AT,Bestseller Austria,Monthly mag,Marketing,Monthly,Manstein Verlag,Manstein Verlag,Manstein Anzeigen,Marketing/sales monthly,12000,AT,B2B – Marketing & Media,Marketing pros,B2B,National,Print + Digital,High,circulation-reported,https://www.manstein.at,LIKELY_OK
AT,medianet,Weekly mag,Marketing/economy,Weekly,medianet Verlag,medianet Verlag,medianet Anzeigen,Marketing/economy weekly,20000,AT,B2B – Marketing & Media,Business/marketing pros,B2B,National,Print + Digital,High,circulation-reported,https://www.medianet.at,VERIFIED
AT,Der Österreichische Journalist,Bi-monthly,Journalism,Bi-monthly,Oberauer Verlag,Oberauer Verlag,Oberauer Anzeigen,Journalism industry,8000,AT,B2B – Marketing & Media,Journalists,B2B,National,Print + Digital,Medium,circulation-reported,https://www.oberauer.com,VERIFIED
AT,Top Agrar Österreich,Monthly mag,Farming,Monthly,Landwirtschaftsverlag Münster,Landwirtschaftsverlag Münster,LV Anzeigen,AT edition of top agrar,25000,AT,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,circulation-reported,https://www.topagrar.at,VERIFIED
AT,Bauernzeitung,Weekly mag,Farming,Weekly,Bauernzeitung Verlag,Bauernzeitung Verlag,Bauernzeitung Anzeigen,Austrian Farmers weekly,80000,AT,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,"circulation-reported, high-circulation",https://www.bauernzeitung.at,VERIFIED
AT,Blick ins Land,Monthly mag,Farming,Monthly,SPV Verlag,SPV Verlag,SPV Anzeigen,Farming monthly,40000,AT,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,circulation-reported,https://www.blickinsland.at,VERIFIED
AT,ÖGZ Österreichische Gastronomie-Zeitung,Weekly mag,Hospitality,Weekly,Manstein Verlag,Manstein Verlag,Manstein Anzeigen,Hospitality weekly,15000,AT,B2B – Hospitality,Hospitality pros,B2B,National,Print + Digital,High,circulation-reported,https://www.gast.at,VERIFIED
AT,Cash,Monthly mag,Retail/FMCG,Monthly,Manstein Verlag,Manstein Verlag,Manstein Anzeigen,Retail/FMCG trade,15000,AT,B2B – Retail,Retail pros,B2B,National,Print + Digital,High,circulation-reported,https://www.cash.at,VERIFIED
AT,Regal,Monthly mag,Retail,Monthly,Regal Verlag,Regal Verlag,Regal Anzeigen,Grocery retail trade,18000,AT,B2B – Retail,Grocery trade,B2B,National,Print + Digital,High,circulation-reported,https://www.regal.at,VERIFIED
AT,Österreichische Juristen-Zeitung (ÖJZ),Fortnightly,Legal,Fortnightly,Manz Verlag,Manz Verlag,Manz Anzeigen,Austrian legal journal,8000,AT,B2B – Legal,Lawyers,B2B,National,Print + Digital,High,circulation-reported,https://www.manz.at,VERIFIED
AT,Anwalt aktuell,Monthly mag,Lawyers,Monthly,Selbstständig,Selbstständig,Anwalt aktuell Anzeigen,Practical legal magazine,5000,AT,B2B – Legal,Lawyers,B2B,National,Print + Digital,Medium,circulation-reported,https://www.anwaltaktuell.at,VERIFIED
AT,Computerwelt,Fortnightly,IT,Fortnightly,IDG Communications Austria,IDG Communications Austria,IDG AT Anzeigen,AT edition of Computerwoche,15000,AT,B2B – IT & Tech,IT professionals,B2B,National,Print + Digital,High,circulation-reported,http://computerwelt.at/,VERIFIED
AT,monitor,Monthly mag,IT/Business,Monthly,Bohmann Verlag,Bohmann Verlag,Bohmann Anzeigen,IT/business monthly,15000,AT,B2B – IT & Tech,IT decision-makers,B2B,National,Print + Digital,Medium,circulation-reported,https://monitor.at,VERIFIED
AT,Verkehr,Weekly mag,Transport,Weekly,Bohmann Verlag,Bohmann Verlag,Bohmann Anzeigen,Transport industry,12000,AT,B2B – Transport & Logistics,Transport pros,B2B,National,Print + Digital,High,circulation-reported,https://www.verkehr.co.at,VERIFIED
AT,Versicherungsrundschau Austria,Monthly mag,Insurance,Monthly,Manz Verlag,Manz Verlag,Manz Anzeigen,Austrian insurance,6000,AT,B2B – Finance & Insurance,Insurance pros,B2B,National,Print + Digital,Medium,circulation-reported,https://www.versicherungsrundschau.at,VERIFIED
AT,TAI Tourist Austria International,Monthly mag,Tourism,Monthly,Selbstständig,Selbstständig,TAI Anzeigen,Tourism industry,,AT,B2B – Travel Trade,Travel trade pros,B2B,National,Print + Digital,Medium,,https://www.tai.at,VERIFIED
AT,Die Furche,Weekly,Catholic intellectual,Weekly,Styria Media Group AG,Styria Media Group AG,Styria Media Sales,Catholic intellectual weekly,12000,AT,Religion,Religious (Catholic intellectual),B2C,National,Print + Digital,Low,circulation-reported,https://www.furche.at,VERIFIED
AT,Sonntag (Kirche),Weekly,Catholic diocesan,Weekly,Kirchenzeitung Linz/Wien,Kirchenzeitung Linz/Wien,KZ Anzeigen,Diocesan weeklies,,AT,Religion,Religious (Catholic),B2C,Regional,Print,Low,,https://www.dersonntag.at,VERIFIED
AT,Glaube + Heimat,Weekly,Protestant,Weekly,Evangelische Kirche AT,Evangelische Kirche AT,G+H Anzeigen,Protestant weekly,,AT,Religion,Religious (Protestant),B2C,National,Print + Digital,Low,,https://www.evang.at,VERIFIED
AT,Kathpress,Digital,Catholic news,Daily (digital),Österreichische Bischofskonferenz,Österreichische Bischofskonferenz,Kathpress Anzeigen,Catholic news agency,,AT,Religion,Religious (Catholic),B2B,National,Digital,Low,digital-only,https://www.kathpress.at,VERIFIED
CH,20 Minuten,Daily,Free national tabloid,Daily (Mon-Fri),TX Group AG,TX Group AG,Goldbach (Sales partner),"Zürich, biggest free commuter daily in CH",450000,CH,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, mass-circulation, free-distribution",https://www.20min.ch,VERIFIED
CH,Blick,Daily,National tabloid,Daily (Mon-Sat),Ringier AG,Ringier AG,Ringier Advertising,Zürich tabloid,105000,CH,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, high-circulation, tabloid",https://www.blick.ch,LIKELY_OK
CH,Tages-Anzeiger,Daily,National quality,Daily (Mon-Sat),TX Group AG (Tamedia),TX Group AG (Tamedia),Goldbach,"Zürich quality, liberal",130000,CH,News (National Quality),Affluent 35+ (luxury),B2C,National,Print + Digital,High,"circulation-reported, high-circulation, liberal",https://www.tagesanzeiger.ch,VERIFIED
CH,Neue Zürcher Zeitung (NZZ),Daily,National quality,Daily (Mon-Sat),NZZ-Mediengruppe,NZZ-Mediengruppe,NZZ Anzeigen,"Zürich liberal-conservative quality, est. 1780",95000,CH,News (National Quality),Affluent 35+ (luxury),B2C,National,Print + Digital,High,"circulation-reported, historic, pre-1900-founded, liberal-conservative",https://www.nzz.ch,VERIFIED
CH,Aargauer Zeitung,Daily,Regional,Daily (Mon-Sat),CH Media (NZZ + AZ Medien JV),CH Media (NZZ + AZ Medien JV),CH Media Sales,Aargau cantonal paper,130000,CH,News (Regional),Aargau consumer,B2C,Regional,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.aargauerzeitung.ch,LIKELY_OK
CH,Luzerner Zeitung,Daily,Regional,Daily (Mon-Sat),CH Media,CH Media,CH Media Sales,Lucerne central Switzerland,110000,CH,News (Regional),Central Switzerland,B2C,Regional,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.luzernerzeitung.ch,LIKELY_OK
CH,St. Galler Tagblatt,Daily,Regional,Daily (Mon-Sat),CH Media,CH Media,CH Media Sales,Eastern Switzerland,110000,CH,News (Regional),Eastern Switzerland,B2C,Regional,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.tagblatt.ch,LIKELY_OK
CH,Bund (Der Bund),Daily,Regional quality,Daily (Mon-Sat),TX Group AG,TX Group AG,Goldbach,Bern quality liberal,35000,CH,News (Regional),Bern consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.derbund.ch,VERIFIED
CH,Berner Zeitung,Daily,Regional,Daily (Mon-Sat),TX Group AG,TX Group AG,Goldbach,Bern largest,110000,CH,News (Regional),Bern consumer,B2C,Regional,Print + Digital,Medium,"circulation-reported, high-circulation",https://www.bernerzeitung.ch,VERIFIED
CH,Basler Zeitung (BaZ),Daily,Regional,Daily (Mon-Sat),TX Group AG,TX Group AG,Goldbach,Basel main paper,50000,CH,News (Regional),Basel consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.bazonline.ch,VERIFIED
CH,Bz Basel,Daily,Regional,Daily (Mon-Sat),CH Media,CH Media,CH Media Sales,Basel alternative,30000,CH,News (Regional),Basel consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.bzbasel.ch,LIKELY_OK
CH,Südostschweiz,Daily,Regional,Daily (Mon-Sat),Somedia,Somedia,Somedia Anzeigen,Graubünden + Glarus regional,70000,CH,News (Regional),Graubünden/Glarus,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.suedostschweiz.ch,VERIFIED
CH,Neue Luzerner Zeitung,Daily,Regional,Daily (Mon-Sat),CH Media,CH Media,CH Media Sales,Lucerne,,CH,News (Regional),Lucerne consumer,B2C,Regional,Print + Digital,Medium,,https://www.luzernerzeitung.ch,LIKELY_OK
CH,Walliser Bote,Daily,Regional,Daily (Mon-Sat),Mengis Medien,Mengis Medien,Mengis Anzeigen,German-speaking Valais,22000,CH,News (Regional),Wallis consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.walliserbote.ch,VERIFIED
CH,Liechtensteiner Vaterland,Daily,Regional (LI),Daily (Mon-Sat),Vaduzer Medienhaus,Vaduzer Medienhaus,Vaduzer Medienhaus Anzeigen,Liechtenstein-CH market,11000,CH,News (Regional),Liechtenstein/CH border,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.vaterland.li,VERIFIED
CH,20 minutes (FR),Daily,Free tabloid,Daily (Mon-Fri),TX Group AG,TX Group AG,Goldbach,Lausanne French-language free,200000,CH,News (National Tabloid),Mass market consumer,B2C,National,Print + Digital,High,"circulation-reported, free-distribution",https://www.20min.ch/fr,VERIFIED
CH,Le Temps,Daily,National quality,Daily (Mon-Sat),Ringier Axel Springer Switzerland,Ringier Axel Springer Switzerland,Ringier Advertising,Geneva quality French (Le Monde-like),35000,CH,News (National Quality),Affluent 35+ (luxury),B2C,National,Print + Digital,High,circulation-reported,https://www.letemps.ch,VERIFIED
CH,24 heures,Daily,Regional quality,Daily (Mon-Sat),TX Group AG,TX Group AG,Goldbach,Lausanne main French paper,50000,CH,News (Regional),Lausanne consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://heures.ch,VERIFIED
CH,Tribune de Genève,Daily,Regional quality,Daily (Mon-Sat),TX Group AG,TX Group AG,Goldbach,Geneva main paper,35000,CH,News (Regional),Geneva consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.tdg.ch,VERIFIED
CH,Le Matin Dimanche,Sunday,Sunday paper,Sunday,TX Group AG,TX Group AG,Goldbach,French Sunday (Le Matin daily closed 2018),130000,CH,News (National Mid-market),French CH mass market,B2C,National,Print + Digital,High,"circulation-reported, Sunday-edition, high-circulation",https://www.lematindimanche.ch,VERIFIED
CH,Le Nouvelliste,Daily,Regional,Daily (Mon-Sat),ESH Médias (Hersant),ESH Médias (Hersant),ESH Anzeigen,Valais French,40000,CH,News (Regional),French Valais consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.lenouvelliste.ch,VERIFIED
